GeneId	GeneName	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	Cond53	Cond54	Cond55	Cond56	Cond57	Cond58	Cond59	Cond60	Cond61	Cond62	Cond63	Cond64	Cond65	Cond66	Cond67	Cond68	Cond69	Cond70	Cond71	Cond72
YDR545W	YRF1-1	-1.489834575	-0.280092475	2.087913338	2.293826887	0.595040108	-1.412616994	-1.258181833	-1.206703446	0.852432044	-0.280092475	1.264259142	1.830521402	0.234691397	-0.769137154	0.234691397	-1.155225058	-0.666180379	-0.408788443	-0.305831669	-0.563223605	-1.515573769	-0.38304925	-0.794876348	0.46634414	1.289998336	1.187041561	1.31573753	1.95921737	0.800953657	0.826692851	-0.640441186	0.054517042	-0.614701992	-0.074178926	-0.177135701	0.234691397	-0.09991812	-1.695748124	0.672257689	0.131734623	-0.46026683	-0.923572316	-1.30966022	-1.000789897	-0.38304925	-0.254353281	0.234691397	-0.691919573	-1.129485865	-1.180964252	-0.897833122	1.830521402	1.187041561	0.736605673	0.286169785	0.028777848	-0.614701992	1.650347047	-1.386877801	-1.721487318	-0.151396507	0.46634414	0.286169785	1.161302368	0.955388819	0.569300915	1.084084787	0.878171238	-1.129485865	-0.022700539	-0.897833122	0.260430591
YNL304W	YPT11	-1.429546558	-0.18305561	1.276250866	1.185044211	0.607402064	-0.122251173	0.029759918	-0.18305561	-0.18305561	0.075363245	0.3337821	0.941826465	0.029759918	0.151368791	0.212173227	-0.061446737	-1.763970959	-0.851904411	-0.426273356	1.154641993	0.729010937	-0.669491102	-0.791099975	-1.672764304	-0.243860046	-1.247133248	0.029759918	1.03303312	0.911424247	3.069981742	-0.304664483	-0.547882229	0.3337821	-1.672764304	0.789815374	-1.095122157	0.972228683	1.215446429	1.428261957	-0.669491102	-0.608686665	-1.763970959	-2.888853034	-0.365468919	1.610675267	0.181771009	0.576999846	-0.973513284	0.546597628	0.151368791	-1.247133248	1.185044211	2.127512977	0.060162136	-0.031044519	-0.973513284	-0.0006423	-0.0006423	0.576999846	-0.882306629	-0.487077792	0.972228683	1.276250866	0.485793192	1.002630902	0.485793192	-0.912708848	-0.426273356	-0.031044519	-0.578284447	-1.034317721	-0.426273356
YLR121C	YPS3	0.498563549	0.531248799	0.612961924	0.678332423	-0.138798821	0.629304549	-0.580049693	-0.155141446	-0.580049693	-0.727133317	0.269766801	0.612961924	-0.138798821	0.057312678	-0.253197195	-0.138798821	-0.33491032	-0.727133317	-0.563707068	2.721160534	2.54139166	0.727360298	-0.33491032	-1.021300565	-1.789403935	-1.348153063	-1.331810438	1.364722668	1.691575166	2.688475284	1.822316165	1.005184921	-0.122456196	-0.498336569	-0.024400447	-1.446208812	-0.678105442	-2.573849929	-1.152041564	-0.367595569	-0.432966069	-0.678105442	0.089997927	0.318794676	1.887686665	1.13592592	0.220738926	0.384165175	0.073655302	-1.053985815	-2.034543308	1.364722668	0.972499671	-0.580049693	-0.351252945	-0.66993413	-0.988615315	-1.217412064	0.237081551	-0.383938194	0.139025802	0.318794676	0.139025802	0.057312678	-0.008057822	0.057312678	0.106340552	-0.187826696	-0.383938194	-0.318567695	0.139025802	0.220738926
YDR368W	YPR1	0.790739146	0.764562954	0.764562954	0.895443916	1.15720584	-0.308660936	0.555153414	-0.779832399	-0.125427589	-0.544246667	0.214862913	-0.832184784	0.319567682	-0.596599052	0.214862913	-0.832184784	-0.779832399	-0.701303822	0.031629566	-0.910713361	-1.251003863	-1.303356248	-1.512765787	-1.669822941	-0.963065746	-0.491894283	-0.675127629	0.712210569	-0.282484743	0.895443916	-0.387189513	0.502801029	0.633681991	0.267215298	-0.491894283	0.712210569	-0.544246667	0.659858184	1.680729688	1.235734417	1.418967764	1.890139228	1.549848726	-0.020722819	-0.073075204	-0.701303822	-1.120122901	-1.355708632	-2.140994405	-0.989241939	0.29339149	1.288086802	1.890139228	0.555153414	0.057805758	-0.439541898	0.110158143	0.659858184	1.759258266	0.555153414	0.712210569	0.424272452	-1.22482767	-2.402756329	-1.355708632	-1.041594323	0.39809626	-0.334837128	-1.277180055	1.26191061	1.602201111	1.026324878
YML027W	YOX1	-1.972387724	-0.747821645	2.013228289	1.504917841	0.603822046	0.338114312	0.280351761	-0.620744033	-1.105949461	-0.539876462	0.673137107	1.031264923	0.592269536	0.003091517	0.141721639	-0.366588809	-0.493666421	-1.07129193	-1.648917439	2.787246471	1.262315127	0.638479577	-0.123986095	-0.459008891	-1.348552175	-1.533392338	-1.152159501	1.516470351	1.354735208	1.839940636	0.985054882	0.973502372	-0.204853666	-0.158643626	-0.331931278	-0.817136706	-0.944214318	-1.025081889	-0.41279885	-0.331931278	-0.123986095	-0.389693829	0.014644027	0.973502372	1.793730595	0.465191924	-0.297273748	0.118616619	-0.574533992	-1.209922052	-1.7182325	1.574232902	0.707794638	0.060854068	-0.147091116	-0.355036299	-1.05973942	-1.163712012	-1.775995051	-1.371657195	-0.586086503	-0.135538605	0.707794638	1.008159903	0.84642476	0.84642476	0.534506985	0.777109699	-0.089328565	-0.297273748	-0.493666421	0.245694231
YKL067W	YNK1	-1.121496491	0.299056722	0.766087915	1.875286999	1.36933654	1.700150302	0.435274153	-0.362570802	-0.926900161	-0.712844197	-0.712844197	-0.167974471	0.590951218	-0.382030435	0.201758557	-0.576626766	-0.615546032	-1.549608418	-2.366913007	-0.596086399	0.805007181	0.201758557	0.337975988	-0.868521261	-1.335552455	-1.802583648	-1.724745116	-0.012297407	0.707709016	1.855827366	1.466634705	1.36933654	1.972585165	0.026621859	-0.28473227	-0.401490068	-1.413390987	-0.420949701	0.493653052	0.454733786	0.513112685	1.174740209	-0.265272637	-0.751763463	0.337975988	1.057982411	0.649330117	-1.335552455	-1.919341446	-2.8339442	-0.576626766	0.513112685	1.739069568	0.980143879	0.522842502	0.065541125	0.649330117	0.824466814	0.805007181	-0.012297407	-0.673924931	0.629870484	-0.635005665	-0.109595572	-0.187434104	0.376895254	0.104460391	-0.382030435	-0.03175704	0.085000758	0.026621859	0.085000758
YNL263C	YIF1	-0.964910757	-1.066573204	0.915844507	0.102544933	1.347909906	-0.354936077	0.81418206	-0.964910757	-0.583676582	-0.431182912	-0.075364349	0.178791768	1.271663071	-0.532845359	0.458363497	-0.888663922	-0.024533125	0.81418206	-0.812417087	-0.177026795	0.737935225	0.50919472	-0.710754641	0.178791768	-0.634507805	-0.812417087	-0.431182912	0.865013284	1.220831847	2.084962644	1.551234799	0.865013284	1.678312857	-0.024533125	-0.10077996	-0.126195572	-1.041157592	-3.735212431	-0.634507805	-0.25327363	0.026298098	-0.177026795	-0.939495146	0.432947885	1.474987964	0.560025943	-0.304104854	-0.888663922	-0.939495146	-1.473222991	-0.863248311	1.017506954	2.059547033	0.382116662	-0.037240931	-0.456598524	1.144585012	-1.219066874	-1.879872778	-1.574885438	-1.346144933	-0.990326369	0.610857167	0.81418206	0.20420738	1.220831847	0.81418206	0.35670105	-0.10077996	0.534610332	0.585441555	0.737935225
YDR451C	YHP1	-1.857464143	-0.74172849	0.342129001	-0.088226179	-0.51858136	0.931874989	0.772484181	0.565276132	0.055225547	-1.15614459	-0.359190552	-0.327312391	-0.10416526	0.134920951	0.868118666	1.425986493	-0.056348018	-0.454825037	-1.188022752	-0.151982502	-0.040408937	1.569438219	1.936037077	-0.215738825	0.262433597	-1.267718155	-0.677972167	-1.267718155	-0.391068714	0.150860032	0.485580728	0.931874989	0.724666939	-0.024469856	-0.391068714	-0.136043422	0.278372678	0.772484181	0.358068082	-0.853302056	-0.94893654	-0.486703198	-2.367514728	-0.486703198	-0.72578941	-0.151982502	1.330352008	1.983854319	0.182738193	-0.263556068	-0.74172849	-0.805484813	-0.183860664	0.820301424	1.79258535	1.107204877	-0.024469856	-0.024469856	-2.590661858	-2.160306678	-1.729951497	-1.474926205	-0.407007795	0.358068082	1.218778443	1.633194542	1.37816925	1.346291089	1.123143958	0.708727858	0.342129001	-0.072287099
YGR234W	YHB1	1.379825581	0.487216041	-0.201368462	-1.017468613	-1.400015558	-1.680549985	-1.680549985	-1.578537466	-0.558412278	-1.195990521	1.150297413	0.920769246	1.609353748	1.379825581	1.685863137	1.558347489	-0.252374721	-0.124859073	-1.170487391	-0.150362202	0.028159706	-0.35438724	-0.864449834	-0.532909148	0.053662835	0.410706651	0.742247338	1.048284894	1.43083184	1.175800543	0.767750468	-0.787940445	-1.042971742	-0.583915407	-1.629543726	-1.119481132	-0.405393499	3.037529012	-1.29800304	0.895266116	0.487216041	0.5382223	-0.32888411	-0.838946705	0.206681614	0.002656576	-0.175865332	-1.093978002	0.104669095	-0.150362202	-0.864449834	0.640234819	0.168426919	-0.303380981	-0.35438724	-0.048349683	0.461712911	0.997278635	-0.481902889	-0.226871591	2.170422602	1.634856878	1.099291154	0.5382223	-0.37989037	-0.558412278	-0.889952964	-0.762437316	-0.048349683	0.436209781	-0.940959224	-1.170487391
YNL160W	YGP1	-1.320154359	-0.040491136	0.640619934	0.537421287	0.238145211	-0.215928836	-0.917679635	-0.566804236	0.836697364	0.238145211	1.177252899	0.320704129	0.186545888	-0.546164506	-0.174649377	-0.329447347	0.145266429	0.186545888	-0.463605589	-1.433672871	-2.125103806	-1.650390029	-1.598790706	-0.742241936	1.249491952	1.166933034	2.622033957	0.857337093	0.712858987	-0.587443965	-0.463605589	-1.093117335	-0.59776383	-1.268555035	0.516781558	0.558061017	2.580754498	1.125653575	1.651966675	0.60966034	-0.535844641	-0.556484371	0.506461693	0.310384264	-1.4543126	-1.413033141	-1.743268812	-1.990945564	0.10398697	0.702539123	0.898616552	0.754138446	0.134946564	-0.231408633	-0.59776383	0.392943182	1.166933034	1.239172087	1.755165322	0.671579529	1.105013846	1.084374117	-0.215928836	-1.041518012	-0.824800853	-0.77320153	-0.453285724	-0.494565183	-0.515204912	0.073027376	-0.184969242	0.10398697
YKL065C	YET1	0.543745253	2.192151915	1.279641084	1.250205251	-0.83973891	0.720360253	0.190515254	0.013900255	-0.162714745	0.484873587	-0.633688077	-0.75143141	-0.75143141	-1.958300573	-0.251022245	-0.339329744	-0.044971412	-0.66312391	-1.399019742	-2.046608073	0.013900255	1.662306917	0.838103586	0.484873587	-0.309893911	-0.545380577	-1.781685574	-0.368765578	-0.162714745	0.808667752	0.249386921	0.720360253	1.809486083	-0.309893911	-0.398201411	-0.633688077	-0.986918076	-0.192150578	0.632052753	0.60261692	0.573181086	1.073590252	-0.633688077	-2.01717224	-1.575634741	-0.103843078	0.60261692	0.219951087	0.42600192	-0.368765578	-1.045789743	0.661488586	0.043336088	-0.57481641	0.985282752	0.838103586	0.867539419	0.896975252	3.663943578	1.220769418	-0.133278912	0.632052753	-1.546198908	-0.810303076	-0.633688077	-0.545380577	-0.986918076	-0.83973891	0.42600192	-0.633688077	0.219951087	0.131643588
YHR135C	YCK1	-0.295880928	-1.590699302	-1.053227524	-1.053227524	0.583618345	0.217160314	1.316534406	0.559187809	0.656909951	0.168299244	-0.418033605	-0.344741999	-0.027145039	-0.39360307	-0.051575575	0.485896203	0.998937446	0.168299244	0.730201557	0.29045192	1.169951193	2.196033679	0.632479415	1.731853507	-0.515755747	1.072229052	-2.616781788	0.339312991	-2.054879474	0.070577102	-0.369172534	0.876784769	1.023367981	1.169951193	-1.248671807	1.096659587	-2.054879474	-1.102088595	-2.714503929	0.510326739	0.412604597	0.29045192	-0.198158787	-1.126519131	-0.613477888	0.559187809	1.805145113	1.316534406	0.583618345	0.070577102	-0.662338959	-0.979935918	-0.784491635	-0.295880928	0.192729779	-0.44246414	0.192729779	-0.369172534	-0.882213777	-1.321963413	-1.126519131	-0.466894676	-0.124867181	-0.808922171	-0.637908423	0.437035133	0.632479415	1.121090123	-0.173728251	1.145520658	0.950076375	1.145520658
YOR229W	WTM2	1.149932198	0.138834445	-0.665447858	-1.653566117	-0.550550386	-0.067981004	-0.067981004	0.299690906	0.69034231	0.414588378	0.69034231	-0.458632409	-0.067981004	-0.665447858	-0.067981004	-0.297775948	0.644383322	1.012055232	0.966096243	-0.090960499	-2.044217521	-1.125037746	-0.757365836	0.069895962	1.149932198	1.908255513	0.644383322	1.448665625	-0.757365836	-0.619488869	-2.319971454	-2.618704881	-0.849283813	-0.090960499	-0.067981004	0.966096243	0.874178266	1.126952704	1.885276018	1.126952704	-0.136919487	-0.136919487	-0.665447858	0.184793434	-1.7225046	-1.538668645	-1.331853195	-0.596509375	1.218870681	2.046132479	1.862296524	0.437567872	-1.193976229	-1.860381566	-0.872263308	0.16181394	1.195891187	1.310788659	0.437567872	0.184793434	0.253731917	0.207772928	0.644383322	-0.251816959	-0.297775948	0.184793434	-0.182878476	-0.504591398	0.069895962	0.184793434	-0.41267342	-0.182878476
YOR230W	WTM1	0.538112558	1.020118594	1.088976599	0.6528759	-0.058656819	-1.022668891	-0.448852181	-1.114479564	-0.793142207	-0.242278166	0.216775201	0.37744388	0.79059191	-0.379994176	0.37744388	-0.517710186	0.216775201	-0.127514824	0.354491211	-0.242278166	-0.724284202	-1.412864253	-2.698213681	-0.907905549	-1.688296273	-0.563615523	-0.953810885	0.997165926	0.170869865	1.088976599	-1.252195574	0.721733905	0.37744388	0.170869865	-0.701331533	0.859449916	-0.540662855	0.23972787	1.50212463	2.190704681	1.91527266	1.938225329	0.331538543	-0.196372829	-0.402946845	-0.953810885	-0.793142207	-0.701331533	-0.586568192	-0.288183503	-0.586568192	1.295550614	-0.196372829	-0.425899513	-0.219325498	-0.012751482	0.79059191	1.111929268	0.721733905	0.606970563	0.033153854	-0.74723687	-1.619438268	-1.87191762	-2.101444304	0.193822533	0.721733905	-0.104562156	-0.540662855	1.295550614	2.259562686	1.570982635
YHL028W	WSC4	-0.277435481	-0.210628275	-0.143821069	-0.402698993	-0.04361026	-0.210628275	-0.327540886	0.190214962	0.123407756	0.014846046	0.031547847	0.048249649	-0.327540886	-0.102066565	-0.185575573	0.566005496	0.17351316	0.591058199	-1.905861131	-1.429859787	-1.68038681	0.123407756	0.641163603	0.808181619	0.724672611	0.82488342	0.38228568	-0.711682321	-0.81189313	-1.02901655	-0.81189313	-0.193926473	0.190214962	0.749725313	0.71632171	0.699619909	0.649514504	0.791479817	0.741374413	0.190214962	-0.102066565	0.006495145	-2.624038596	-3.459128673	-2.974776429	-1.304596275	-0.327540886	1.217375756	2.027413131	2.294641955	1.492955482	-0.235680977	-0.628173313	0.265373069	0.574356397	1.217375756	1.701728001	1.952255024	-0.285786382	-0.578067909	-0.218979176	-0.177224672	-0.411049893	-0.669927817	-0.127119267	0.298776672	0.424040183	0.357232977	0.398987481	0.39063658	0.115056855	0.223618565
YNL283C	WSC2	0.519848078	-0.67349555	-0.447727837	-0.012318675	0.95525724	0.6488582	1.068141097	-0.238086388	-0.899263263	-1.205662303	-1.108904712	-0.238086388	0.713363261	0.2779541	0.6488582	-0.270338919	0.036060121	0.019933856	-1.447556282	-0.834758202	1.148772423	1.793823033	1.584181585	1.213277484	0.2779541	-0.947642059	-1.221788568	-0.721874346	-0.157455062	1.084267362	1.197151219	1.358413871	1.471297728	1.019762301	0.245701569	-0.02844494	-1.221788568	-3.25369799	-1.399177486	-0.721874346	-0.528359163	-0.238086388	-1.447556282	-1.01214712	0.487595548	0.793994588	0.842373383	0.390837956	-0.012318675	-0.657369285	-0.592864224	0.342459161	0.600479405	0.729489527	0.729489527	0.294080365	-0.141328797	-0.657369285	-2.060354361	-1.931344239	-1.399177486	-1.447556282	0.132817712	0.729489527	1.003636036	1.471297728	1.068141097	1.164898688	0.697236996	0.61660567	-0.350970245	0.148943978
YNL197C	WHI3	-1.747402174	-1.112259735	-1.615993393	0.289433923	0.245630996	1.340704166	0.771266117	0.179926606	-0.367609979	0.092320752	-0.980850955	0.223729532	0.136123679	0.705561727	0.46464563	0.092320752	0.46464563	0.092320752	-1.265569979	-1.747402174	-0.696131931	0.815069044	1.318802703	-0.126693882	1.143590995	-0.696131931	0.858871971	-1.090358272	0.46464563	-0.280004126	1.253098312	0.39894124	1.362605629	0.245630996	1.713029044	-0.980850955	2.107255385	-0.258102662	-0.192398272	-1.65979632	-1.900712418	-1.747402174	-2.251135832	-2.732968027	-1.375077296	0.53035002	0.880773434	1.253098312	1.296901239	0.6617588	0.902674898	-0.039088028	-0.56472315	1.603521727	0.946477825	0.519399288	0.092320752	0.508448557	0.179926606	-1.309372906	0.179926606	-0.104792419	-0.323807053	0.070419289	0.158025142	0.179926606	0.092320752	0.749364654	0.46464563	-0.345708516	-0.214299736	-0.323807053
