	chrom	start	end	gid	gname	tid	strand	biotype	byname.uniq	bygid.uniq
9128	chrIV	916486	917154	YDR226W	ADK1	YDR226W	+	protein_coding	TRUE	TRUE
4645	chrV	525974	526651	YER170W	ADK2	YER170W	+	protein_coding	TRUE	TRUE
4565	chrX	623581	624603	YJR105W	ADO1	YJR105W	+	protein_coding	TRUE	TRUE
12574	chrIII	133724	136873	YCR011C	ADP1	YCR011C	-	protein_coding	TRUE	TRUE
6571	chrIV	895035	899006	YDR216W	ADR1	YDR216W	+	protein_coding	TRUE	TRUE
8120	chrIII	132273	133124	YCR010C	ADY2	YCR010C	-	protein_coding	TRUE	TRUE
11799	chrIV	26403	28775	YDL239C	ADY3	YDL239C	-	protein_coding	TRUE	TRUE
11841	chrXII	590562	592043	YLR227C	ADY4	YLR227C	-	protein_coding	TRUE	TRUE
5701	chrXIII	397903	399459	YMR064W	AEP1	YMR064W	+	protein_coding	TRUE	TRUE
10923	chrXIII	833356	835098	YMR282C	AEP2	YMR282C	-	protein_coding	TRUE	TRUE
3999	chrXVI	548486	550306	YPL005W	AEP3	YPL005W	+	protein_coding	TRUE	TRUE
11131	chrV	56571	58100	YEL052W	AFG1	YEL052W	+	protein_coding	TRUE	TRUE
5422	chrXII	912550	914892	YLR397C	AFG2	YLR397C	-	protein_coding	TRUE	TRUE
10279	chrV	189503	191788	YER017C	AFG3	YER017C	-	protein_coding	TRUE	TRUE
4978	chrXV	566877	569558	YOR129C	AFI1	YOR129C	-	protein_coding	TRUE	TRUE
3272	chrIV	614288	616150	YDR085C	AFR1	YDR085C	-	protein_coding	TRUE	TRUE
7661	chrVII	372012	374084	YGL071W	AFT1	YGL071W	+	protein_coding	TRUE	TRUE
2875	chrXVI	168088	169338	YPL202C	AFT2	YPL202C	-	protein_coding	TRUE	TRUE
803	chrXIV	703699	705876	YNR044W	AGA1	YNR044W	+	protein_coding	TRUE	TRUE
13927	chrVII	436570	436833	YGL032C	AGA2	YGL032C	-	protein_coding	TRUE	TRUE
3116	chrXVI	600649	603357	YPR021C	AGC1	YPR021C	-	protein_coding	TRUE	TRUE
4189	chrIV	1487542	1488990	YDR524C	AGE1	YDR524C	-	protein_coding	TRUE	TRUE
5342	chrIX	272950	273846	YIL044C	AGE2	YIL044C	-	protein_coding	TRUE	TRUE
13536	chrIII	76018	77919	YCL025C	AGP1	YCL025C	-	protein_coding	TRUE	TRUE
14277	chrII	499652	501442	YBR132C	AGP2	YBR132C	-	protein_coding	TRUE	TRUE
2726	chrVI	17004	18680	YFL055W	AGP3	YFL055W	+	protein_coding	TRUE	TRUE
10477	chrVI	76831	77988	YFL030W	AGX1	YFL030W	+	protein_coding	TRUE	TRUE
5564	chrIV	892875	893927	YDR214W	AHA1	YDR214W	+	protein_coding	TRUE	TRUE
9988	chrXV	376012	377712	YOR023C	AHC1	YOR023C	-	protein_coding	TRUE	TRUE
6573	chrIII	258883	259269	YCR082W	AHC2	YCR082W	+	protein_coding	TRUE	TRUE
1099	chrXII	368781	369311	YLR109W	AHP1	YLR109W	+	protein_coding	TRUE	TRUE
8641	chrVIII	289142	289690	YHR093W	AHT1	YHR093W	+	protein_coding	TRUE	TRUE
8349	chrMito	13818	16322	Q0050	AI1	Q0050	+	protein_coding	TRUE	TRUE
846	chrMito	13818	18830	Q0055	AI2	Q0055	+	protein_coding	TRUE	TRUE
8836	chrMito	13818	19996	Q0060	AI3	Q0060	+	protein_coding	TRUE	TRUE
989	chrMito	13818	21935	Q0065	AI4	Q0065	+	protein_coding	TRUE	TRUE
2003	chrMito	13818	23167	Q0070	AI5_ALPHA	Q0070	+	protein_coding	TRUE	TRUE
11641	chrMito	24156	25255	Q0075	AI5_BETA	Q0075	+	protein_coding	TRUE	TRUE
695	chrXIV	777602	778738	YNR074C	AIF1	YNR074C	-	protein_coding	TRUE	TRUE
4110	chrI	57029	57385	YAL046C	AIM1	YAL046C	-	protein_coding	TRUE	TRUE
4813	chrV	330576	332306	YER087W	AIM10	YER087W	+	protein_coding	TRUE	TRUE
7028	chrV	347912	348400	YER093C-A	AIM11	YER093C-A	-	protein_coding	TRUE	TRUE
1386	chrVI	166746	167258	YFR011C	AIM13	YFR011C	-	protein_coding	TRUE	TRUE
4271	chrVII	200561	202273	YGL160W	AIM14	YGL160W	+	protein_coding	TRUE	TRUE
13284	chrVIII	64462	65859	YHL021C	AIM17	YHL021C	-	protein_coding	TRUE	TRUE
615	chrVIII	496315	497280	YHR198C	AIM18	YHR198C	-	protein_coding	TRUE	TRUE
5238	chrIX	199646	200119	YIL087C	AIM19	YIL087C	-	protein_coding	TRUE	TRUE
5188	chrI	51855	52595	YAL049C	AIM2	YAL049C	-	protein_coding	TRUE	TRUE
3770	chrIX	46201	46815	YIL158W	AIM20	YIL158W	+	protein_coding	TRUE	TRUE
7741	chrIX	360885	362924	YIR003W	AIM21	YIR003W	+	protein_coding	TRUE	TRUE
3855	chrX	352386	353615	YJL046W	AIM22	YJL046W	+	protein_coding	TRUE	TRUE
8526	chrX	164278	165348	YJL131C	AIM23	YJL131C	-	protein_coding	TRUE	TRUE
6688	chrX	580432	581616	YJR080C	AIM24	YJR080C	-	protein_coding	TRUE	TRUE
13259	chrX	616351	617334	YJR100C	AIM25	YJR100C	-	protein_coding	TRUE	TRUE
3549	chrXI	369365	369721	YKL037W	AIM26	YKL037W	+	protein_coding	TRUE	TRUE
13804	chrXI	48194	48955	YKL207W	AIM27	YKL207W	+	protein_coding	TRUE	TRUE
8417	chrXI	579209	579676	YKR074W	AIM29	YKR074W	+	protein_coding	TRUE	TRUE
9683	chrII	454822	457665	YBR108W	AIM3	YBR108W	+	protein_coding	TRUE	TRUE
1272	chrXIII	216435	216914	YML030W	AIM31	YML030W	+	protein_coding	TRUE	TRUE
5582	chrXIII	173139	174074	YML050W	AIM32	YML050W	+	protein_coding	TRUE	TRUE
7461	chrXIII	94431	95369	YML087C	AIM33	YML087C	-	protein_coding	TRUE	TRUE
4955	chrXIII	273118	273714	YMR003W	AIM34	YMR003W	+	protein_coding	TRUE	TRUE
6856	chrXIII	571277	572044	YMR157C	AIM36	YMR157C	-	protein_coding	TRUE	TRUE
8446	chrXIV	437613	438317	YNL100W	AIM37	YNL100W	+	protein_coding	TRUE	TRUE
1751	chrXIV	664270	664944	YNR018W	AIM38	YNR018W	+	protein_coding	TRUE	TRUE
5876	chrXV	230085	231272	YOL053W	AIM39	YOL053W	+	protein_coding	TRUE	TRUE
1749	chrII	610038	610409	YBR194W	AIM4	YBR194W	+	protein_coding	TRUE	TRUE
13841	chrXV	746725	747282	YOR215C	AIM41	YOR215C	-	protein_coding	TRUE	TRUE
3629	chrXVI	363520	364068	YPL099C	AIM43	YPL099C	-	protein_coding	TRUE	TRUE
12420	chrXVI	252034	254310	YPL158C	AIM44	YPL158C	-	protein_coding	TRUE	TRUE
11153	chrXVI	564007	565041	YPR004C	AIM45	YPR004C	-	protein_coding	TRUE	TRUE
7164	chrVIII	497490	498422	YHR199C	AIM46	YHR199C	-	protein_coding	TRUE	TRUE
7808	chrII	735720	736040	YBR262C	AIM5	YBR262C	-	protein_coding	TRUE	TRUE
14330	chrIV	30657	31829	YDL237W	AIM6	YDL237W	+	protein_coding	TRUE	TRUE
12701	chrIV	578663	579112	YDR063W	AIM7	YDR063W	+	protein_coding	TRUE	TRUE
11812	chrV	319963	321846	YER080W	AIM9	YER080W	+	protein_coding	TRUE	TRUE
7371	chrXIII	451632	453479	YMR092C	AIP1	YMR092C	-	protein_coding	TRUE	TRUE
13432	chrIX	210923	212005	YIL079C	AIR1	YIL079C	-	protein_coding	TRUE	TRUE
8286	chrIV	144484	145518	YDL175C	AIR2	YDL175C	-	protein_coding	TRUE	TRUE
3429	chrII	356861	360187	YBR059C	AKL1	YBR059C	-	protein_coding	TRUE	TRUE
5281	chrIV	996029	998323	YDR264C	AKR1	YDR264C	-	protein_coding	TRUE	TRUE
12604	chrXV	394837	397086	YOR034C	AKR2	YOR034C	-	protein_coding	TRUE	TRUE
2367	chrXV	946233	949109	YOR335C	ALA1	YOR335C	-	protein_coding	TRUE	TRUE
959	chrX	189716	190243	YJL122W	ALB1	YJL122W	+	protein_coding	TRUE	TRUE
7091	chrXIII	601562	603082	YMR170C	ALD2	YMR170C	-	protein_coding	TRUE	TRUE
6050	chrXIII	599352	600872	YMR169C	ALD3	YMR169C	-	protein_coding	TRUE	TRUE
1438	chrXV	1039840	1041399	YOR374W	ALD4	YOR374W	+	protein_coding	TRUE	TRUE
5025	chrV	304030	305592	YER073W	ALD5	YER073W	+	protein_coding	TRUE	TRUE
738	chrXVI	432588	434090	YPL061W	ALD6	YPL061W	+	protein_coding	TRUE	TRUE
6868	chrXV	659815	661674	YOR175C	ALE1	YOR175C	-	protein_coding	TRUE	TRUE
8405	chrXIV	349907	350671	YNL148C	ALF1	YNL148C	-	protein_coding	TRUE	TRUE
5353	chrII	458872	460221	YBR110W	ALG1	YBR110W	+	protein_coding	TRUE	TRUE
11912	chrXIV	538173	539819	YNL048W	ALG11	YNL048W	+	protein_coding	TRUE	TRUE
842	chrXIV	678799	680454	YNR030W	ALG12	YNR030W	+	protein_coding	TRUE	TRUE
542	chrVII	411552	412160	YGL047W	ALG13	YGL047W	+	protein_coding	TRUE	TRUE
13931	chrII	379221	379934	YBR070C	ALG14	YBR070C	-	protein_coding	TRUE	TRUE
4096	chrVII	379760	381271	YGL065C	ALG2	YGL065C	-	protein_coding	TRUE	TRUE
7571	chrII	69751	71127	YBL082C	ALG3	YBL082C	-	protein_coding	TRUE	TRUE
6509	chrXVI	120163	121167	YPL227C	ALG5	YPL227C	-	protein_coding	TRUE	TRUE
6858	chrXV	329417	331051	YOR002W	ALG6	YOR002W	+	protein_coding	TRUE	TRUE
3203	chrII	705447	706793	YBR243C	ALG7	YBR243C	-	protein_coding	TRUE	TRUE
12520	chrXV	451729	453462	YOR067C	ALG8	YOR067C	-	protein_coding	TRUE	TRUE
621	chrXIV	235996	237663	YNL219C	ALG9	YNL219C	-	protein_coding	TRUE	TRUE
11007	chrVII	454785	457067	YGL021W	ALK1	YGL021W	+	protein_coding	TRUE	TRUE
4677	chrII	207194	209224	YBL009W	ALK2	YBL009W	+	protein_coding	TRUE	TRUE
5484	chrXIII	95791	97371	YML086C	ALO1	YML086C	-	protein_coding	TRUE	TRUE
13544	chrXIV	135940	137661	YNL270C	ALP1	YNL270C	-	protein_coding	TRUE	TRUE
3061	chrXV	74400	76979	YOL130W	ALR1	YOL130W	+	protein_coding	TRUE	TRUE
13194	chrVI	33272	35848	YFL050C	ALR2	YFL050C	-	protein_coding	TRUE	TRUE
1559	chrXII	318237	320015	YLR089C	ALT1	YLR089C	-	protein_coding	TRUE	TRUE
8623	chrIV	678241	679764	YDR111C	ALT2	YDR111C	-	protein_coding	TRUE	TRUE
1857	chrXI	479234	481981	YKR021W	ALY1	YKR021W	+	protein_coding	TRUE	TRUE
9316	chrX	274862	278002	YJL084C	ALY2	YJL084C	-	protein_coding	TRUE	TRUE
11171	chrVII	945145	947019	YGR225W	AMA1	YGR225W	+	protein_coding	TRUE	TRUE
2142	chrXIII	206428	208860	YML035C	AMD1	YML035C	-	protein_coding	TRUE	TRUE
10124	chrIV	946807	948456	YDR242W	AMD2	YDR242W	+	protein_coding	TRUE	TRUE
7057	chrII	646158	647132	YBR211C	AME1	YBR211C	-	protein_coding	TRUE	TRUE
5263	chrII	556549	558198	YBR158W	AMN1	YBR158W	+	protein_coding	TRUE	TRUE
12695	chrVII	210416	213667	YGL156W	AMS1	YGL156W	+	protein_coding	TRUE	TRUE
7845	chrX	524908	525381	YJR047C	ANB1	YJR047C	-	protein_coding	TRUE	TRUE
7045	chrV	83050	84552	YEL036C	ANP1	YEL036C	-	protein_coding	TRUE	TRUE
2460	chrVIII	359702	360181	YHR126C	ANS1	YHR126C	-	protein_coding	TRUE	TRUE
11430	chrXVI	791218	792204	YPR128C	ANT1	YPR128C	-	protein_coding	TRUE	TRUE
6452	chrXVI	895961	897004	YPR180W	AOS1	YPR180W	+	protein_coding	TRUE	TRUE
17	chrIII	37836	38801	YCL050C	APA1	YCL050C	-	protein_coding	TRUE	TRUE
12081	chrIV	1496791	1497768	YDR530C	APA2	YDR530C	-	protein_coding	TRUE	TRUE
10688	chrXIV	310636	315882	YNL172W	APC1	YNL172W	+	protein_coding	TRUE	TRUE
7683	chrIV	433497	433994	YDL008W	APC11	YDL008W	+	protein_coding	TRUE	TRUE
7601	chrXII	395758	398319	YLR127C	APC2	YLR127C	-	protein_coding	TRUE	TRUE
7814	chrIV	685882	687840	YDR118W	APC4	YDR118W	+	protein_coding	TRUE	TRUE
1061	chrXV	798674	800731	YOR249C	APC5	YOR249C	-	protein_coding	TRUE	TRUE
9423	chrXII	342970	343767	YLR102C	APC9	YLR102C	-	protein_coding	TRUE	TRUE
12533	chrII	545028	545978	YBR151W	APD1	YBR151W	+	protein_coding	TRUE	TRUE
6702	chrXI	154991	158232	YKL157W	APE2	YKL157W	+	protein_coding	TRUE	TRUE
14373	chrII	774700	776313	YBR286W	APE3	YBR286W	+	protein_coding	TRUE	TRUE
14488	chrVIII	336337	337809	YHR113W	APE4	YHR113W	+	protein_coding	TRUE	TRUE
12230	chrIV	1489905	1490234	YDR525W	API2	YDR525W	+	protein_coding	TRUE	TRUE
3519	chrXIV	481391	482977	YNL077W	APJ1	YNL077W	+	protein_coding	TRUE	TRUE
12787	chrX	445923	448025	YJR005W	APL1	YJR005W	+	protein_coding	TRUE	TRUE
9396	chrXI	186460	188640	YKL135C	APL2	YKL135C	-	protein_coding	TRUE	TRUE
2271	chrII	147209	150286	YBL037W	APL3	YBL037W	+	protein_coding	TRUE	TRUE
8474	chrXVI	624469	626967	YPR029C	APL4	YPR029C	-	protein_coding	TRUE	TRUE
13161	chrXVI	176223	179021	YPL195W	APL5	YPL195W	+	protein_coding	TRUE	TRUE
8915	chrVII	1014321	1016750	YGR261C	APL6	YGR261C	-	protein_coding	TRUE	TRUE
13180	chrXVI	51244	52671	YPL259C	APM1	YPL259C	-	protein_coding	TRUE	TRUE
1803	chrVIII	67731	69548	YHL019C	APM2	YHL019C	-	protein_coding	TRUE	TRUE
4086	chrII	778012	779463	YBR288C	APM3	YBR288C	-	protein_coding	TRUE	TRUE
11524	chrXV	210520	211995	YOL062C	APM4	YOL062C	-	protein_coding	TRUE	TRUE
7222	chrXI	223352	224455	YKL114C	APN1	YKL114C	-	protein_coding	TRUE	TRUE
3541	chrII	184353	185915	YBL019W	APN2	YBL019W	+	protein_coding	TRUE	TRUE
8957	chrXIV	447611	449374	YNL094W	APP1	YNL094W	+	protein_coding	TRUE	TRUE
1172	chrIX	277723	278139	YIL040W	APQ12	YIL040W	+	protein_coding	TRUE	TRUE
5047	chrX	298460	298876	YJL075C	APQ13	YJL075C	-	protein_coding	TRUE	TRUE
8343	chrXII	500579	501049	YLR170C	APS1	YLR170C	-	protein_coding	TRUE	TRUE
11914	chrX	544732	545175	YJR058C	APS2	YJR058C	-	protein_coding	TRUE	TRUE
10402	chrX	395931	396592	YJL024C	APS3	YJL024C	-	protein_coding	TRUE	TRUE
12207	chrXIII	228937	229500	YML022W	APT1	YML022W	+	protein_coding	TRUE	TRUE
2339	chrIV	1344517	1345062	YDR441C	APT2	YDR441C	-	protein_coding	TRUE	TRUE
3961	chrXIV	503724	505484	YNL065W	AQR1	YNL065W	+	protein_coding	TRUE	TRUE
8607	chrXVI	921860	922777	YPR192W	AQY1	YPR192W	+	protein_coding	TRUE	TRUE
12900	chrXII	35912	36361	YLL052C	AQY2	YLL052C	-	protein_coding	TRUE	TRUE
9112	chrII	539987	541021	YBR149W	ARA1	YBR149W	+	protein_coding	TRUE	TRUE
12547	chrXIII	350966	351973	YMR041C	ARA2	YMR041C	-	protein_coding	TRUE	TRUE
2305	chrV	223367	225199	YER036C	ARB1	YER036C	-	protein_coding	TRUE	TRUE
4003	chrVII	307437	308567	YGL105W	ARC1	YGL105W	+	protein_coding	TRUE	TRUE
2586	chrIX	243998	244462	YIL062C	ARC15	YIL062C	-	protein_coding	TRUE	TRUE
13750	chrXII	861718	862254	YLR370C	ARC18	YLR370C	-	protein_coding	TRUE	TRUE
12466	chrXI	417508	418023	YKL013C	ARC19	YKL013C	-	protein_coding	TRUE	TRUE
7367	chrXIV	693019	694047	YNR035C	ARC35	YNR035C	-	protein_coding	TRUE	TRUE
466	chrII	685438	686592	YBR234C	ARC40	YBR234C	-	protein_coding	TRUE	TRUE
4098	chrVIII	130730	131446	YHR013C	ARD1	YHR013C	-	protein_coding	TRUE	TRUE
2776	chrIII	211929	213761	YCR048W	ARE1	YCR048W	+	protein_coding	TRUE	TRUE
12610	chrXIV	665339	667267	YNR019W	ARE2	YNR019W	+	protein_coding	TRUE	TRUE
6184	chrIV	116321	116866	YDL192W	ARF1	YDL192W	+	protein_coding	TRUE	TRUE
14338	chrIV	216529	217074	YDL137W	ARF2	YDL137W	+	protein_coding	TRUE	TRUE
145	chrXV	502795	503346	YOR094W	ARF3	YOR094W	+	protein_coding	TRUE	TRUE
9515	chrXV	219211	220473	YOL058W	ARG1	YOL058W	+	protein_coding	TRUE	TRUE
9427	chrX	306132	307856	YJL071W	ARG2	YJL071W	+	protein_coding	TRUE	TRUE
10722	chrX	268799	269815	YJL088W	ARG3	YJL088W	+	protein_coding	TRUE	TRUE
4150	chrVIII	140011	141402	YHR018C	ARG4	YHR018C	-	protein_coding	TRUE	TRUE
13857	chrV	295410	298001	YER069W	ARG5,6	YER069W	+	protein_coding	TRUE	TRUE
7964	chrXIII	395054	396379	YMR062C	ARG7	YMR062C	-	protein_coding	TRUE	TRUE
8094	chrXV	58759	60030	YOL140W	ARG8	YOL140W	+	protein_coding	TRUE	TRUE
7059	chrXIII	352603	353136	YMR042W	ARG80	YMR042W	+	protein_coding	TRUE	TRUE
7014	chrXIII	74398	77040	YML099C	ARG81	YML099C	-	protein_coding	TRUE	TRUE
10514	chrIV	810565	811632	YDR173C	ARG82	YDR173C	-	protein_coding	TRUE	TRUE
1871	chrIV	1226822	1228303	YDR376W	ARH1	YDR376W	+	protein_coding	TRUE	TRUE
1047	chrVII	209006	210049	YGL157W	ARI1	YGL157W	+	protein_coding	TRUE	TRUE
998	chrXIV	595623	597539	YNL020C	ARK1	YNL020C	-	protein_coding	TRUE	TRUE
9173	chrII	567875	568426	YBR164C	ARL1	YBR164C	-	protein_coding	TRUE	TRUE
6854	chrXVI	459963	460559	YPL051W	ARL3	YPL051W	+	protein_coding	TRUE	TRUE
6444	chrVIII	19088	20971	YHL040C	ARN1	YHL040C	-	protein_coding	TRUE	TRUE
11243	chrVIII	8351	10213	YHL047C	ARN2	YHL047C	-	protein_coding	TRUE	TRUE
6416	chrIV	704484	709250	YDR127W	ARO1	YDR127W	+	protein_coding	TRUE	TRUE
4408	chrIV	1234218	1236125	YDR380W	ARO10	YDR380W	+	protein_coding	TRUE	TRUE
6955	chrVII	226399	227529	YGL148W	ARO2	YGL148W	+	protein_coding	TRUE	TRUE
362	chrIV	521816	522928	YDR035W	ARO3	YDR035W	+	protein_coding	TRUE	TRUE
11041	chrII	716882	717994	YBR249C	ARO4	YBR249C	-	protein_coding	TRUE	TRUE
4473	chrXVI	674861	675631	YPR060C	ARO7	YPR060C	-	protein_coding	TRUE	TRUE
1335	chrVII	116059	117561	YGL202W	ARO8	YGL202W	+	protein_coding	TRUE	TRUE
11654	chrIV	1312040	1314892	YDR421W	ARO80	YDR421W	+	protein_coding	TRUE	TRUE
4658	chrVIII	375709	377250	YHR137W	ARO9	YHR137W	+	protein_coding	TRUE	TRUE
1761	chrVIII	362999	364153	YHR129C	ARP1	YHR129C	-	protein_coding	TRUE	TRUE
6006	chrIV	667004	667858	YDR106W	ARP10	YDR106W	+	protein_coding	TRUE	TRUE
1771	chrIV	399340	400638	YDL029W	ARP2	YDL029W	+	protein_coding	TRUE	TRUE
11964	chrX	557809	559158	YJR065C	ARP3	YJR065C	-	protein_coding	TRUE	TRUE
8034	chrX	283802	285271	YJL081C	ARP4	YJL081C	-	protein_coding	TRUE	TRUE
6428	chrXIV	512668	514935	YNL059C	ARP5	YNL059C	-	protein_coding	TRUE	TRUE
6464	chrXII	300673	301989	YLR085C	ARP6	YLR085C	-	protein_coding	TRUE	TRUE
9148	chrXVI	639525	640958	YPR034W	ARP7	YPR034W	+	protein_coding	TRUE	TRUE
13524	chrXV	589942	592587	YOR141C	ARP8	YOR141C	-	protein_coding	TRUE	TRUE
14351	chrXIII	337788	339277	YMR033W	ARP9	YMR033W	+	protein_coding	TRUE	TRUE
4398	chrXVI	938148	939032	YPR199C	ARR1	YPR199C	-	protein_coding	TRUE	TRUE
478	chrXVI	939279	939671	YPR200C	ARR2	YPR200C	-	protein_coding	TRUE	TRUE
2782	chrXVI	939922	941136	YPR201W	ARR3	YPR201W	+	protein_coding	TRUE	TRUE
4245	chrXII	904749	906305	YLR392C	ART10	YLR392C	-	protein_coding	TRUE	TRUE
2660	chrVII	625324	627084	YGR068C	ART5	YGR068C	-	protein_coding	TRUE	TRUE
8001	chrXII	622918	623883	YLR242C	ARV1	YLR242C	-	protein_coding	TRUE	TRUE
2341	chrIV	655686	657467	YDR101C	ARX1	YDR101C	-	protein_coding	TRUE	TRUE
9772	chrXVI	708497	709828	YPR085C	ASA1	YPR085C	-	protein_coding	TRUE	TRUE
9072	chrXIII	499456	500688	YMR116C	ASC1	YMR116C	-	protein_coding	TRUE	TRUE
2971	chrXV	433688	436345	YOR058C	ASE1	YOR058C	-	protein_coding	TRUE	TRUE
8671	chrX	196287	197126	YJL115W	ASF1	YJL115W	+	protein_coding	TRUE	TRUE
